Constituency	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6
Salisbury	734	800.936	721.5	779.285	696.5	779.285	684	800.936	696.5	822.587	721.5	822.587
Scarborough & Whitby	659	1710.278	646.5	1688.627	621.5	1688.627	609	1710.278	621.5	1731.929	646.5	1731.929
Scunthorpe	1071.5	692.681	1059	671.03	1034	671.03	1021.5	692.681	1034	714.332	1059	714.332
Sedgefield	1109	974.144	1096.5	952.493	1071.5	952.493	1059	974.144	1071.5	995.795	1096.5	995.795
Sefton Central	921.5	606.077	909	584.426	884	584.426	871.5	606.077	884	627.728	909	627.728
Selby & Ainsty	546.5	865.889	534	844.238	509	844.238	496.5	865.889	509	887.54	534	887.54
Sevenoaks	1034	714.332	1021.5	692.681	996.5	692.681	984	714.332	996.5	735.983	1021.5	735.983
Sheffield Brightside & Hillsborough	1184	1623.674	1171.5	1602.023	1146.5	1602.023	1134	1623.674	1146.5	1645.325	1171.5	1645.325
Sheffield Central	996.5	909.191	984	887.54	959	887.54	946.5	909.191	959	930.842	984	930.842
Sheffield Hallam	959	930.842	946.5	909.191	921.5	909.191	909	930.842	921.5	952.493	946.5	952.493
Sheffield Heeley	959	974.144	946.5	952.493	921.5	952.493	909	974.144	921.5	995.795	946.5	995.795
Sheffield South East	996.5	952.493	984	930.842	959	930.842	946.5	952.493	959	974.144	984	974.144
Sherwood	1034	930.842	1021.5	909.191	996.5	909.191	984	930.842	996.5	952.493	1021.5	952.493
Shipley	1034	1017.446	1021.5	995.795	996.5	995.795	984	1017.446	996.5	1039.097	1021.5	1039.097
Shrewsbury & Atcham	959	671.03	946.5	649.379	921.5	649.379	909	671.03	921.5	692.681	946.5	692.681
Shropshire North	621.5	1125.701	609	1104.05	584	1104.05	571.5	1125.701	584	1147.352	609	1147.352
Sittingbourne & Sheppey	621.5	1082.399	609	1060.748	584	1060.748	571.5	1082.399	584	1104.05	609	1104.05
Skipton & Ripon	1371.5	1558.721	1359	1537.07	1334	1537.07	1321.5	1558.721	1334	1580.372	1359	1580.372
Sleaford & North Hykeham	884	671.03	871.5	649.379	846.5	649.379	834	671.03	846.5	692.681	871.5	692.681
Slough	1109	1147.352	1096.5	1125.701	1071.5	1125.701	1059	1147.352	1071.5	1169.003	1096.5	1169.003
Solihull	809	1493.768	796.5	1472.117	771.5	1472.117	759	1493.768	771.5	1515.419	796.5	1515.419
Somerset North	771.5	1255.607	759	1233.956	734	1233.956	721.5	1255.607	734	1277.258	759	1277.258
Somerset North East	509	1623.674	496.5	1602.023	471.5	1602.023	459	1623.674	471.5	1645.325	496.5	1645.325
Somerton & Frome	584	1666.976	571.5	1645.325	546.5	1645.325	534	1666.976	546.5	1688.627	571.5	1688.627
Southampton Itchen	509	1710.278	496.5	1688.627	471.5	1688.627	459	1710.278	471.5	1731.929	496.5	1731.929
Southampton Test	1146.5	1169.003	1134	1147.352	1109	1147.352	1096.5	1169.003	1109	1190.654	1134	1190.654
Southend West	921.5	476.171	909	454.52	884	454.52	871.5	476.171	884	497.822	909	497.822
South Holland & The Deepings	771.5	1731.929	759	1710.278	734	1710.278	721.5	1731.929	734	1753.58	759	1753.58
Southport	734	1753.58	721.5	1731.929	696.5	1731.929	684	1753.58	696.5	1775.231	721.5	1775.231
South Shields	1334	1407.164	1321.5	1385.513	1296.5	1385.513	1284	1407.164	1296.5	1428.815	1321.5	1428.815
Spelthorne	546.5	822.587	534	800.936	509	800.936	496.5	822.587	509	844.238	534	844.238
Stafford	809	1580.372	796.5	1558.721	771.5	1558.721	759	1580.372	771.5	1602.023	796.5	1602.023
Staffordshire Moorlands	1034	1277.258	1021.5	1255.607	996.5	1255.607	984	1277.258	996.5	1298.909	1021.5	1298.909
Staffordshire South	284	1840.184	271.5	1818.533	246.5	1818.533	234	1840.184	246.5	1861.835	271.5	1861.835
St Albans	621.5	822.587	609	800.936	584	800.936	571.5	822.587	584	844.238	609	844.238
Stalybridge & Hyde	621.5	909.191	609	887.54	584	887.54	571.5	909.191	584	930.842	609	930.842
St Austell & Newquay	209	1883.486	196.5	1861.835	171.5	1861.835	159	1883.486	171.5	1905.137	196.5	1905.137
Stevenage	771.5	1039.097	759	1017.446	734	1017.446	721.5	1039.097	734	1060.748	759	1060.748
St Helens North	734	974.144	721.5	952.493	696.5	952.493	684	974.144	696.5	995.795	721.5	995.795
St Helens South & Whiston	659	1060.748	646.5	1039.097	621.5	1039.097	609	1060.748	621.5	1082.399	646.5	1082.399
Stirling	846.5	909.191	834	887.54	809	887.54	796.5	909.191	809	930.842	834	930.842
St Ives	996.5	1255.607	984	1233.956	959	1233.956	946.5	1255.607	959	1277.258	984	1277.258
Stockport	584	194.708	571.5	173.057	546.5	173.057	534	194.708	546.5	216.359	571.5	216.359
Stockton North	809	887.54	796.5	865.889	771.5	865.889	759	887.54	771.5	909.191	796.5	909.191
Stockton South	959	584.426	946.5	562.775	921.5	562.775	909	584.426	921.5	606.077	946.5	606.077
Stoke-on-Trent Central	996.5	649.379	984	627.728	959	627.728	946.5	649.379	959	671.03	984	671.03
Stoke-on-Trent North	696.5	995.795	684	974.144	659	974.144	646.5	995.795	659	1017.446	684	1017.446
Stoke-on-Trent South	659	1017.446	646.5	995.795	621.5	995.795	609	1017.446	621.5	1039.097	646.5	1039.097
Stone	696.5	1039.097	684	1017.446	659	1017.446	646.5	1039.097	659	1060.748	684	1060.748
Stourbridge	771.5	995.795	759	974.144	734	974.144	721.5	995.795	734	1017.446	759	1017.446
Strangford	659	1277.258	646.5	1255.607	621.5	1255.607	609	1277.258	621.5	1298.909	646.5	1298.909
Stratford-on-Avon	209	800.936	196.5	779.285	171.5	779.285	159	800.936	171.5	822.587	196.5	822.587
Streatham	771.5	1342.211	759	1320.56	734	1320.56	721.5	1342.211	734	1363.862	759	1363.862
Stretford & Urmston	1034	1580.372	1021.5	1558.721	996.5	1558.721	984	1580.372	996.5	1602.023	1021.5	1602.023
Stroud	696.5	779.285	684	757.634	659	757.634	646.5	779.285	659	800.936	684	800.936
Suffolk Central & Ipswich North	659	1537.07	646.5	1515.419	621.5	1515.419	609	1537.07	621.5	1558.721	646.5	1558.721
Suffolk Coastal	1334	1320.56	1321.5	1298.909	1296.5	1298.909	1284	1320.56	1296.5	1342.211	1321.5	1342.211
Suffolk South	1371.5	1298.909	1359	1277.258	1334	1277.258	1321.5	1298.909	1334	1320.56	1359	1320.56
Suffolk West	1259	1320.56	1246.5	1298.909	1221.5	1298.909	1209	1320.56	1221.5	1342.211	1246.5	1342.211
Sunderland Central	1184	1277.258	1171.5	1255.607	1146.5	1255.607	1134	1277.258	1146.5	1298.909	1171.5	1298.909
Surrey East	959	497.822	946.5	476.171	921.5	476.171	909	497.822	921.5	519.473	946.5	519.473
Surrey Heath	1146.5	1645.325	1134	1623.674	1109	1623.674	1096.5	1645.325	1109	1666.976	1134	1666.976
Surrey South West	809	1623.674	796.5	1602.023	771.5	1602.023	759	1623.674	771.5	1645.325	796.5	1645.325
Sussex Mid	846.5	1688.627	834	1666.976	809	1666.976	796.5	1688.627	809	1710.278	834	1710.278
Sutton & Cheam	1184	1666.976	1171.5	1645.325	1146.5	1645.325	1134	1666.976	1146.5	1688.627	1171.5	1688.627
Sutton Coldfield	921.5	1602.023	909	1580.372	884	1580.372	871.5	1602.023	884	1623.674	909	1623.674
Swansea East	809	1104.05	796.5	1082.399	771.5	1082.399	759	1104.05	771.5	1125.701	796.5	1125.701
Swansea West	434	1493.768	421.5	1472.117	396.5	1472.117	384	1493.768	396.5	1515.419	421.5	1515.419
Swindon North	434	1450.466	421.5	1428.815	396.5	1428.815	384	1450.466	396.5	1472.117	421.5	1472.117
Swindon South	696.5	1515.419	684	1493.768	659	1493.768	646.5	1515.419	659	1537.07	684	1537.07
Tamworth	659	1580.372	646.5	1558.721	621.5	1558.721	609	1580.372	621.5	1602.023	646.5	1602.023
Tatton	846.5	995.795	834	974.144	809	974.144	796.5	995.795	809	1017.446	834	1017.446
Taunton Deane	734	930.842	721.5	909.191	696.5	909.191	684	930.842	696.5	952.493	721.5	952.493
Telford	434	1753.58	421.5	1731.929	396.5	1731.929	384	1753.58	396.5	1775.231	421.5	1775.231
Tewkesbury	659	1104.05	646.5	1082.399	621.5	1082.399	609	1104.05	621.5	1125.701	646.5	1125.701
Thanet North	659	1450.466	646.5	1428.815	621.5	1428.815	609	1450.466	621.5	1472.117	646.5	1472.117
Thanet South	1446.5	1602.023	1434	1580.372	1409	1580.372	1396.5	1602.023	1409	1623.674	1434	1623.674
Thirsk & Malton	1409	1623.674	1396.5	1602.023	1371.5	1602.023	1359	1623.674	1371.5	1645.325	1396.5	1645.325
Thornbury & Yate	1109	757.634	1096.5	735.983	1071.5	735.983	1059	757.634	1071.5	779.285	1096.5	779.285
Thurrock	621.5	1515.419	609	1493.768	584	1493.768	571.5	1515.419	584	1537.07	609	1537.07
Tiverton & Honiton	1334	1493.768	1321.5	1472.117	1296.5	1472.117	1284	1493.768	1296.5	1515.419	1321.5	1515.419
Tonbridge & Malling	509	1753.58	496.5	1731.929	471.5	1731.929	459	1753.58	471.5	1775.231	496.5	1775.231
Tooting	1221.5	1602.023	1209	1580.372	1184	1580.372	1171.5	1602.023	1184	1623.674	1209	1623.674
Torbay	996.5	1602.023	984	1580.372	959	1580.372	946.5	1602.023	959	1623.674	984	1623.674
Torfaen	434	1840.184	421.5	1818.533	396.5	1818.533	384	1840.184	396.5	1861.835	421.5	1861.835
Totnes	621.5	1342.211	609	1320.56	584	1320.56	571.5	1342.211	584	1363.862	609	1363.862
Tottenham	434	1883.486	421.5	1861.835	396.5	1861.835	384	1883.486	396.5	1905.137	421.5	1905.137
Truro & Falmouth	1071.5	1385.513	1059	1363.862	1034	1363.862	1021.5	1385.513	1034	1407.164	1059	1407.164
Tunbridge Wells	284	1883.486	271.5	1861.835	246.5	1861.835	234	1883.486	246.5	1905.137	271.5	1905.137
Twickenham	1259	1623.674	1246.5	1602.023	1221.5	1602.023	1209	1623.674	1221.5	1645.325	1246.5	1645.325
Tynemouth	884	1580.372	871.5	1558.721	846.5	1558.721	834	1580.372	846.5	1602.023	871.5	1602.023
Tyneside North	884	454.52	871.5	432.869	846.5	432.869	834	454.52	846.5	476.171	871.5	476.171
Tyrone West	846.5	519.473	834	497.822	809	497.822	796.5	519.473	809	541.124	834	541.124
Ulster Mid	59	671.03	46.5	649.379	21.5	649.379	9	671.03	21.5	692.681	46.5	692.681
Upper Bann	96.5	692.681	84	671.03	59	671.03	46.5	692.681	59	714.332	84	714.332
Uxbridge & Ruislip South	134	800.936	121.5	779.285	96.5	779.285	84	800.936	96.5	822.587	121.5	822.587
Vale of Clwyd	846.5	1472.117	834	1450.466	809	1450.466	796.5	1472.117	809	1493.768	834	1493.768
Vale of Glamorgan	546.5	1082.399	534	1060.748	509	1060.748	496.5	1082.399	509	1104.05	534	1104.05
Vauxhall	509	1493.768	496.5	1472.117	471.5	1472.117	459	1493.768	471.5	1515.419	496.5	1515.419
Wakefield	1034	1537.07	1021.5	1515.419	996.5	1515.419	984	1537.07	996.5	1558.721	1021.5	1558.721
Wallasey	959	800.936	946.5	779.285	921.5	779.285	909	800.936	921.5	822.587	946.5	822.587
Walsall North	509	974.144	496.5	952.493	471.5	952.493	459	974.144	471.5	995.795	496.5	995.795
Walsall South	734	1060.748	721.5	1039.097	696.5	1039.097	684	1060.748	696.5	1082.399	721.5	1082.399
Walthamstow	734	1104.05	721.5	1082.399	696.5	1082.399	684	1104.05	696.5	1125.701	721.5	1125.701
Wansbeck	1109	1407.164	1096.5	1385.513	1071.5	1385.513	1059	1407.164	1071.5	1428.815	1096.5	1428.815
Wantage	809	454.52	796.5	432.869	771.5	432.869	759	454.52	771.5	476.171	796.5	476.171
Warley	696.5	1558.721	684	1537.07	659	1537.07	646.5	1558.721	659	1580.372	684	1580.372
Warrington North	696.5	1169.003	684	1147.352	659	1147.352	646.5	1169.003	659	1190.654	684	1190.654
Warrington South	659	887.54	646.5	865.889	621.5	865.889	609	887.54	621.5	909.191	646.5	909.191
Warwick & Leamington	696.5	909.191	684	887.54	659	887.54	646.5	909.191	659	930.842	684	930.842
Warwickshire North	809	1277.258	796.5	1255.607	771.5	1255.607	759	1277.258	771.5	1298.909	796.5	1298.909
Washington & Sunderland West	846.5	1039.097	834	1017.446	809	1017.446	796.5	1039.097	809	1060.748	834	1060.748
Watford	921.5	519.473	909	497.822	884	497.822	871.5	519.473	884	541.124	909	541.124
Waveney	921.5	1342.211	909	1320.56	884	1320.56	871.5	1342.211	884	1363.862	909	1363.862
Wealden	1334	1277.258	1321.5	1255.607	1296.5	1255.607	1284	1277.258	1296.5	1298.909	1321.5	1298.909
Weaver Vale	1221.5	1645.325	1209	1623.674	1184	1623.674	1171.5	1645.325	1184	1666.976	1209	1666.976
Wellingborough	659	974.144	646.5	952.493	621.5	952.493	609	974.144	621.5	995.795	646.5	995.795
Wells	884	1233.956	871.5	1212.305	846.5	1212.305	834	1233.956	846.5	1255.607	871.5	1255.607
Welwyn Hatfield	471.5	1688.627	459	1666.976	434	1666.976	421.5	1688.627	434	1710.278	459	1710.278
Wentworth & Dearne	996.5	1298.909	984	1277.258	959	1277.258	946.5	1298.909	959	1320.56	984	1320.56
West Bromwich East	1034	844.238	1021.5	822.587	996.5	822.587	984	844.238	996.5	865.889	1021.5	865.889
West Bromwich West	734	1147.352	721.5	1125.701	696.5	1125.701	684	1147.352	696.5	1169.003	721.5	1169.003
West Ham	659	1233.956	646.5	1212.305	621.5	1212.305	609	1233.956	621.5	1255.607	646.5	1255.607
Westminster North	1184	1450.466	1171.5	1428.815	1146.5	1428.815	1134	1450.466	1146.5	1472.117	1171.5	1472.117
Westmorland & Lonsdale	996.5	1472.117	984	1450.466	959	1450.466	946.5	1472.117	959	1493.768	984	1493.768
Weston-Super-Mare	771.5	606.077	759	584.426	734	584.426	721.5	606.077	734	627.728	759	627.728
Wigan	509	1666.976	496.5	1645.325	471.5	1645.325	459	1666.976	471.5	1688.627	496.5	1688.627
Wiltshire North	659	757.634	646.5	735.983	621.5	735.983	609	757.634	621.5	779.285	646.5	779.285
Wiltshire South West	659	1623.674	646.5	1602.023	621.5	1602.023	609	1623.674	621.5	1645.325	646.5	1645.325
Wimbledon	546.5	1688.627	534	1666.976	509	1666.976	496.5	1688.627	509	1710.278	534	1710.278
Winchester	959	1580.372	946.5	1558.721	921.5	1558.721	909	1580.372	921.5	1602.023	946.5	1602.023
Windsor	809	1710.278	796.5	1688.627	771.5	1688.627	759	1710.278	771.5	1731.929	796.5	1731.929
Wirral South	846.5	1558.721	834	1537.07	809	1537.07	796.5	1558.721	809	1580.372	834	1580.372
Wirral West	546.5	995.795	534	974.144	509	974.144	496.5	995.795	509	1017.446	534	1017.446
Witham	509	1017.446	496.5	995.795	471.5	995.795	459	1017.446	471.5	1039.097	496.5	1039.097
Witney	1334	1363.862	1321.5	1342.211	1296.5	1342.211	1284	1363.862	1296.5	1385.513	1321.5	1385.513
Woking	734	1450.466	721.5	1428.815	696.5	1428.815	684	1450.466	696.5	1472.117	721.5	1472.117
Wokingham	809	1666.976	796.5	1645.325	771.5	1645.325	759	1666.976	771.5	1688.627	796.5	1688.627
Wolverhampton North East	734	1666.976	721.5	1645.325	696.5	1645.325	684	1666.976	696.5	1688.627	721.5	1688.627
Wolverhampton South East	734	1017.446	721.5	995.795	696.5	995.795	684	1017.446	696.5	1039.097	721.5	1039.097
Wolverhampton South West	696.5	1125.701	684	1104.05	659	1104.05	646.5	1125.701	659	1147.352	684	1147.352
Worcester	696.5	1082.399	684	1060.748	659	1060.748	646.5	1082.399	659	1104.05	684	1104.05
Worcestershire Mid	659	1363.862	646.5	1342.211	621.5	1342.211	609	1363.862	621.5	1385.513	646.5	1385.513
Worcestershire West	734	1363.862	721.5	1342.211	696.5	1342.211	684	1363.862	696.5	1385.513	721.5	1385.513
Workington	696.5	1385.513	684	1363.862	659	1363.862	646.5	1385.513	659	1407.164	684	1407.164
Worsley & Eccles South	696.5	562.775	684	541.124	659	541.124	646.5	562.775	659	584.426	684	584.426
Worthing East & Shoreham	696.5	865.889	684	844.238	659	844.238	646.5	865.889	659	887.54	684	887.54
Worthing West	1109	1710.278	1096.5	1688.627	1071.5	1688.627	1059	1710.278	1071.5	1731.929	1096.5	1731.929
Wrekin, The	1071.5	1731.929	1059	1710.278	1034	1710.278	1021.5	1731.929	1034	1753.58	1059	1753.58
Wrexham	621.5	1169.003	609	1147.352	584	1147.352	571.5	1169.003	584	1190.654	609	1190.654
Wycombe	584	1104.05	571.5	1082.399	546.5	1082.399	534	1104.05	546.5	1125.701	571.5	1125.701
Wyre & Preston North	771.5	1472.117	759	1450.466	734	1450.466	721.5	1472.117	734	1493.768	759	1493.768
Wyre Forest	771.5	649.379	759	627.728	734	627.728	721.5	649.379	734	671.03	759	671.03
Wythenshawe & Sale East	621.5	1255.607	609	1233.956	584	1233.956	571.5	1255.607	584	1277.258	609	1277.258
Yeovil	734	844.238	721.5	822.587	696.5	822.587	684	844.238	696.5	865.889	721.5	865.889
Ynys Mon	471.5	1731.929	459	1710.278	434	1710.278	421.5	1731.929	434	1753.58	459	1753.58
York Central	434	1060.748	421.5	1039.097	396.5	1039.097	384	1060.748	396.5	1082.399	421.5	1082.399
York Outer	1034	757.634	1021.5	735.983	996.5	735.983	984	757.634	996.5	779.285	1021.5	779.285
Yorkshire East	1071.5	735.983	1059	714.332	1034	714.332	1021.5	735.983	1034	757.634	1059	757.634
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
